area,num_bath_rooms,num_bed_rooms,price,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,price_per_sqft
755,2,2,2944500,123,2,1,1,1,1,2,4,3900
1360,3,3,7999996,20,1,4,2,2,3,3,4,5882.35
1180,3,3,6501800,118,4,1,2,1,3,3,16,5510
1475,4,3,8407500,20,1,1,3,2,3,2,11,5700
1250,2,2,10000000,61,4,1,2,1,3,1,11,8000
1800,2,3,13500000,118,2,1,2,1,3,2,3,7500
1250,4,3,6000000,118,3,2,2,1,5,1,4,4800
1130,4,3,6328000,20,2,1,3,1,4,3,4,5600
720,2,2,20000,40,1,2,3,1,2,2,4,27.77777778
1400,3,3,25000,40,1,2,2,2,2,2,3,17.85714286
1350,3,3,25000,40,3,1,1,2,2,2,4,18.51851852
800,2,2,19000,135,5,3,3,1,2,3,4,23.75
1600,2,2,23000,183,1,1,3,2,3,3,3,14.375
1250,3,3,22000,34,1,2,3,1,2,2,3,17.6
1150,2,3,23000,24,1,1,2,1,5,2,6,20
1369,3,3,25000,124,3,2,2,1,4,2,3,18.26150475
1100,2,3,19000,24,1,1,2,1,1,2,4,17.27272727
900,1,2,15000,24,1,1,1,1,3,3,4,16.66666667
1100,2,3,17000,24,1,1,3,1,3,1,3,15.45454545
4000,4,4,200000,75,1,1,2,1,2,1,4,50
900,2,2,15000,24,1,1,2,2,3,1,4,16.66666667
1600,3,3,25000,24,1,1,2,1,1,3,3,15.625
1100,2,3,22000,24,3,2,3,2,3,3,5,20
1200,3,3,20000,24,3,2,2,1,1,1,4,16.66666667
1100,2,2,17000,182,1,2,2,2,5,1,4,15.45454545
7500,7,10,260000,135,1,1,2,4,3,2,9,34.66666667
24550,3,3,650000,40,4,2,2,2,2,3,3,26.47657841
8000,2,2,400000,135,1,2,1,2,1,3,3,50
10000,9,9,800000,31,3,1,2,1,4,3,4,80
7000,4,4,250000,135,1,2,2,2,3,1,3,35.71428571
6000,6,6,800000,31,1,2,2,5,4,3,4,133.3333333
7500,5,10,400000,61,1,1,1,1,3,3,3,53.33333333
1112,4,3,5782400,20,2,2,1,1,4,3,4,5200
1000,2,2,6200000,56,1,2,2,2,1,3,3,6200
1410,4,3,10575000,20,1,1,1,1,2,2,3,7500
900,3,2,3870000,90,1,1,2,1,5,1,4,4300
1000,4,3,4000000,118,2,1,1,1,5,2,3,4000
1100,3,3,4950000,90,1,2,3,3,3,3,3,4500
1500,4,3,6750000,90,1,2,2,1,1,1,6,4500
975,4,3,6240000,123,1,3,2,2,4,2,1,6400
1250,3,3,5625000,118,1,3,2,1,2,3,3,4500
952,3,3,3522400,118,1,1,3,3,3,3,4,3700
1400,3,3,5320000,146,1,2,2,2,3,1,4,3800
975,4,3,6240000,123,1,3,2,1,4,3,13,6400
1150,3,3,9200000,118,1,2,1,1,3,3,3,8000
1250,3,3,10000000,118,1,2,3,1,1,1,4,8000
700,2,2,2500001,118,1,2,1,2,2,1,4,3571.43
1150,3,3,7000050,118,1,1,1,1,2,2,4,6087
1050,2,3,7500150,180,1,1,2,2,1,1,3,7143
1200,2,2,12000000,56,1,1,2,2,3,2,4,10000
2200,3,4,20999000,56,1,1,3,2,4,3,4,9545
1299,3,3,14999553,56,5,2,1,1,3,1,3,11547
1500,3,3,10000500,40,1,1,2,1,5,3,1,6667
1200,3,3,9499200,180,1,2,2,1,1,2,3,7916
749,2,2,3370500,90,1,1,1,1,5,2,3,4500
1856,3,3,12064000,138,1,1,2,1,3,3,4,6500
650,2,2,2099500,138,1,1,2,1,2,2,4,3230
620,2,3,1999500,170,1,2,1,3,3,3,4,3225
1400,3,3,16800000,55,1,1,2,1,3,3,3,12000
1136,2,3,5112000,90,1,1,2,1,5,2,4,4500
1208,3,3,19000,118,4,2,3,1,5,1,4,15.72847682
1700,4,3,200000,135,5,2,2,1,3,2,5,117.6470588
6000,6,5,125000,40,1,1,2,1,4,1,1,20.83333333
9500,5,5,300000,135,1,1,2,3,4,3,4,31.57894737
3900,5,5,125000,180,1,1,2,1,3,2,4,32.05128205
4464,4,4,350000,75,2,3,1,2,3,3,3,78.40501792
5500,5,4,180000,180,4,1,2,1,3,1,5,32.72727273
2200,5,4,62000,55,2,2,2,1,1,1,1,28.18181818
4500,5,5,410000,31,1,1,3,3,4,2,3,91.11111111
1550,3,3,25000,40,1,1,2,2,3,3,3,16.12903226
900,2,2,25000,40,4,1,1,1,1,3,3,27.77777778
1000,2,2,16000,118,1,1,1,3,3,3,3,16
1200,2,3,27000,34,1,2,2,1,3,3,2,22.5
1150,3,3,31000,139,1,2,2,2,1,3,3,26.95652174
1400,2,3,33000,139,1,3,1,1,3,3,3,23.57142857
900,2,2,16000,34,5,1,2,1,3,2,4,17.77777778
1700,4,3,13100200,40,1,2,1,1,1,3,6,7706
1850,2,4,9799450,59,2,2,1,2,1,3,3,5297
1576,3,3,15760000,144,1,2,1,2,3,3,3,10000
940,2,2,4803400,24,1,2,2,1,2,2,4,5110
1040,2,3,7800000,144,4,1,3,1,2,3,6,7500
900,2,2,16000,34,4,2,2,2,3,3,4,17.77777778
2400,3,3,24000000,31,1,1,1,2,1,4,1,10000
1185,2,3,20000,126,1,1,2,1,4,3,3,16.87763713
2200,3,3,18000,34,1,2,2,1,3,3,2,8.181818182
1400,3,3,32000,170,4,4,1,1,2,2,4,22.85714286
1092,2,3,22000,152,3,1,1,1,5,3,3,20.14652015
1400,4,4,30000,183,1,1,3,1,3,2,1,21.42857143
1000,2,2,45000,54,1,2,2,1,3,3,3,45
1400,3,3,50000,54,1,1,2,2,5,3,4,35.71428571
1800,4,4,9900000,150,1,2,1,2,3,3,3,5500
1155,2,3,25000,67,4,2,1,1,3,2,4,21.64502165
1250,3,2,12500,123,1,2,1,2,5,1,3,10
1100,2,2,20000,135,1,2,3,1,3,1,1,18.18181818
23000,4,6,138000000,118,1,1,2,2,3,2,3,6000
1100,2,2,15000,102,1,1,2,1,3,3,3,13.63636364
1500,3,3,25000,40,1,1,2,1,1,3,3,16.66666667
1600,3,3,7200000,150,1,2,3,1,2,3,3,4500
1260,3,3,6300000,118,3,1,1,1,3,2,4,5000
1575,3,3,10710000,40,1,2,1,1,4,3,4,6800
1575,4,2,8662500,40,1,2,2,1,4,3,4,5500
1575,6,3,10710000,40,1,2,2,2,3,3,3,6800
1575,6,3,10710000,40,2,1,3,1,3,2,2,6800
1575,3,3,10710000,40,1,1,1,1,2,1,4,6800
1750,3,3,37000,40,1,2,2,1,1,2,4,21.14285714
1950,3,3,200000,75,2,2,1,1,3,3,4,102.5641026
2200,2,1,100000,31,1,1,2,1,3,2,4,45.45454545
2700,3,4,90000,75,5,1,3,1,3,3,4,33.33333333
1600,3,3,60000,179,1,1,2,1,1,2,3,37.5
2200,4,4,18000000,75,2,1,1,1,2,2,3,8181.818182
3400,3,4,150000,31,1,2,1,1,2,3,3,44.11764706
1200,2,2,40000,180,1,1,2,1,3,3,2,33.33333333
1800,3,3,100000,180,1,2,2,1,4,2,3,55.55555556
1350,3,3,35000,145,1,2,2,1,1,3,3,25.92592593
1200,3,3,45000,180,1,1,2,1,1,3,4,37.5
1200,3,3,45000,180,1,2,1,3,2,2,3,37.5
1800,3,4,8100000,118,1,2,1,1,2,3,14,4500
1800,3,3,12060000,40,1,1,2,1,3,1,3,6700
3060,6,6,21420000,40,4,1,2,1,1,3,4,7000
1700,3,3,13430000,40,1,1,2,1,2,3,3,7900
1830,3,3,11199600,40,1,3,1,1,1,2,4,6120
3835,5,4,36432500,40,1,1,3,4,1,3,1,9500
4500,4,4,45000000,40,1,1,1,1,2,3,15,10000
1700,3,3,10200000,40,1,2,2,1,3,3,5,6000
1600,3,3,8800000,40,1,1,3,1,2,3,3,5500
2150,3,3,21500000,61,1,1,2,2,5,3,3,10000
2150,3,3,21500000,61,1,1,1,1,4,2,3,10000
1200,3,3,6720000,153,1,1,2,2,3,3,3,5600
1422,3,3,4621500,42,1,3,2,2,4,3,15,3250
2800,4,4,23800000,31,2,1,2,1,1,2,3,8500
1350,3,3,7020000,123,1,2,3,1,4,3,7,5200
1400,3,3,10500000,124,1,1,2,1,5,3,5,7500
1320,4,3,4752000,45,1,1,2,1,2,3,4,3600
1143,3,3,6172200,118,1,2,2,2,3,3,3,5400
1400,3,3,5880000,53,1,1,3,1,4,3,13,4200
1520,3,3,12920000,51,1,1,2,1,1,1,4,8500
1550,3,3,25000,40,1,2,2,1,4,3,3,16.12903226
1300,3,3,22000,16,1,2,2,1,3,3,3,16.92307692
1450,3,3,20000,118,5,2,1,1,3,3,3,13.79310345
1275,3,3,20000,102,5,1,1,1,2,3,3,15.68627451
1400,3,3,12000,102,1,1,2,1,2,3,3,8.571428571
1200,3,3,18000,102,1,2,1,1,4,3,1,15
2050,4,4,60000,55,1,2,2,1,1,3,3,29.26829268
1550,3,3,25000,40,1,1,2,1,1,3,3,16.12903226
1350,3,3,35000,183,1,1,2,1,2,4,4,25.92592593
1400,2,2,27000,183,1,2,2,1,2,3,3,19.28571429
1100,3,3,20000,40,1,2,2,1,4,3,3,18.18181818
1450,3,3,25000,40,1,1,3,1,3,3,4,17.24137931
1100,2,2,16000,40,1,2,1,1,5,3,4,14.54545455
1800,3,3,22000,118,4,2,2,1,1,2,3,12.22222222
1600,2,2,25000,40,1,1,2,3,4,1,3,15.625
2400,3,3,80000,183,1,2,1,1,1,2,3,33.33333333
2200,3,3,40000,16,4,2,3,1,2,3,3,18.18181818
1300,3,3,10999300,40,1,1,1,1,1,1,4,8461
3835,3,4,31447000,40,1,1,2,4,5,3,4,8200
1350,3,3,9000004.5,40,1,1,1,2,4,1,4,6666.67
1850,3,3,12950000,40,5,1,1,1,3,3,4,7000
1800,3,3,32500,183,4,2,2,1,1,1,12,18.05555556
1025,2,3,6006500,24,1,1,1,1,1,3,16,5860
1600,3,3,8800000,90,4,1,2,5,2,3,3,5500
705,2,2,3172500,151,4,1,2,1,1,1,13,4500
2350,3,4,12337500,40,1,2,2,1,3,1,10,5250
1165,2,3,9320000,61,4,1,2,2,4,3,5,8000
1500,3,3,28000,40,1,2,3,1,1,3,3,18.66666667
1490,3,3,10000000.9,145,1,2,2,1,2,3,14,6711.41
1850,3,3,12950000,40,2,1,1,1,1,2,4,7000
1245,2,3,9522942.75,123,1,2,2,1,4,3,3,7648.95
1570,3,3,7999150,90,1,3,1,1,4,3,3,5095
1300,3,3,6999200,90,1,1,1,1,2,3,4,5384
1200,3,3,5760000,24,1,2,2,1,1,1,3,4800
1075,2,3,6503750,40,1,1,1,2,3,3,3,6050
1090,2,3,6499997,123,4,1,2,1,3,2,4,5963.3
1400,3,3,9800000,40,1,1,2,2,3,3,2,7000
1140,3,2,8550000,56,1,2,1,1,4,1,4,7500
1760,3,3,20099200,22,4,3,2,1,3,2,3,11420
2200,3,3,17501000,56,1,2,1,1,2,3,4,7955
1200,2,2,8499600,56,1,2,2,1,1,2,3,7083
1720,4,3,10492000,138,1,1,2,2,2,3,3,6100
1,4,3,5000,150,1,2,2,2,4,3,3,5000
1797,3,3,11680500,118,1,2,1,1,1,1,4,6500
700,2,2,3199000,123,1,1,1,1,3,2,3,4570
1000,2,3,6000000,123,1,2,2,1,5,2,4,6000
2300,3,3,18400000,56,1,2,2,1,4,1,1,8000
956,2,3,6000812,123,1,2,1,2,1,2,14,6277
1400,3,3,15400000,133,1,1,3,1,2,3,4,11000
1070,3,3,6420000,123,1,1,3,1,1,3,4,6000
1725,4,3,7762500,118,1,2,3,2,4,1,4,4500
1100,2,3,7499998,56,2,1,1,2,3,2,3,6818.18
4,2,2,14000,131,5,2,2,2,3,2,4,3500
1200,3,3,8000004,56,1,1,2,1,2,3,4,6666.67
3200,5,4,200000,31,1,2,2,1,2,3,4,62.5
1400,2,3,17000,135,1,2,2,1,4,3,1,12.14285714
1200,2,3,26000,152,1,1,2,2,4,2,4,21.66666667
1100,2,3,22000,16,1,1,1,1,2,3,5,20
900,2,3,30000,135,1,2,2,2,1,3,4,33.33333333
700,2,2,18000,135,1,3,2,1,1,2,12,25.71428571
1100,2,2,15000,135,1,1,1,1,5,2,3,13.63636364
1300,3,3,30000,170,1,2,1,1,3,2,3,23.07692308
1300,2,3,18000,170,1,1,2,1,1,3,2,13.84615385
1470,3,3,35000,170,1,1,1,1,1,3,4,23.80952381
1100,2,2,20000,170,1,1,2,1,4,2,3,18.18181818
1200,3,3,26000,157,1,1,2,3,1,1,4,21.66666667
1100,2,2,16000,40,1,2,3,1,1,3,8,14.54545455
3765,5,4,300000,31,1,1,1,1,2,2,3,79.6812749
1739,3,3,13477250,119,1,1,2,1,2,1,3,7750
1180,2,3,4000200,118,2,2,2,1,1,2,4,3390
650,2,2,6045000,118,5,2,2,1,2,3,3,9300
1350,3,3,10665000,123,1,2,2,1,2,1,4,7900
1725,3,3,15525000,123,1,2,1,1,2,3,3,9000
1000,2,2,6000000,145,1,1,1,1,2,3,13,6000
1510,3,3,25000,40,1,1,1,1,3,3,3,16.55629139
3600,5,4,200000,31,1,1,1,1,1,3,5,55.55555556
650,2,2,2499900,118,1,2,3,2,3,3,4,3846
1165,3,3,6407500,118,1,1,2,1,1,3,1,5500
1200,3,4,12000000,40,2,2,2,2,2,3,3,10000
750,2,2,2300250,118,4,3,1,1,4,3,4,3067
1133,3,3,4599980,118,1,1,1,1,3,2,3,4060
1000,2,2,4300000,118,1,1,2,1,4,2,3,4300
1684,3,3,11788000,40,2,2,1,1,2,1,1,7000
1835,3,3,14221250,119,1,1,1,1,3,2,5,7750
1720,3,3,12040000,116,1,1,2,1,4,1,3,7000
900,2,2,16000,40,2,1,1,1,4,1,15,17.77777778
1280,2,3,45000,55,3,2,2,1,3,2,3,35.15625
1100,2,3,22000,16,1,2,2,1,3,2,3,20
1400,3,3,22000,16,1,2,2,1,3,2,3,15.71428571
1000,2,3,4500000,24,2,1,2,1,3,1,3,4500
1550,2,3,7750000,24,4,1,2,1,2,2,3,5000
660,2,2,2999700,118,1,2,2,2,2,2,4,4545
1350,3,3,8000100,118,1,2,1,1,3,3,4,5926
850,2,4,6499950,118,1,1,2,1,4,3,3,7647
1270,3,3,6499860,118,1,2,3,1,3,3,4,5118
1550,3,3,8990000,40,3,2,2,1,2,1,4,5800
870,2,2,4002000,20,1,1,2,2,2,3,4,4600
1411,3,3,9171500,61,1,1,2,1,2,2,3,6500
850,2,2,4700500,61,1,2,1,1,2,2,4,5530
1200,2,2,20000,170,2,3,2,2,1,3,4,16.66666667
2200,3,4,30000,67,1,1,2,1,3,3,14,13.63636364
1600,3,3,37000,135,1,1,1,1,4,2,4,23.125
1700,2,3,32000,135,1,1,3,1,4,2,1,18.82352941
900,2,2,26000,135,1,1,3,1,2,2,3,28.88888889
4200,5,5,250000,31,1,1,3,1,2,1,2,59.52380952
3200,5,4,250000,31,1,1,1,1,3,1,3,78.125
1500,3,3,35000,170,1,1,3,1,4,3,5,23.33333333
3300,4,4,250000,31,4,1,2,1,4,3,4,75.75757576
1200,2,2,20000,170,3,1,2,1,4,2,3,16.66666667
1050,2,2,20000,135,1,2,2,2,1,3,4,19.04761905
3000,5,3,200000,31,1,2,1,4,2,3,3,66.66666667
3775,3,3,300000,31,1,1,2,1,3,3,1,79.47019868
2200,3,3,150000,31,1,2,3,1,5,3,3,68.18181818
3000,5,4,250000,31,1,1,3,1,3,3,4,83.33333333
1700,4,4,9999400,24,1,1,1,1,1,3,3,5882
1000,2,2,4000000,101,1,1,2,1,1,1,1,4000
750,2,2,2501250,24,1,1,1,2,4,3,4,3335
1400,3,3,7700000,123,1,1,3,1,1,2,3,5500
1190,3,3,3808000,103,1,2,2,1,3,2,3,3200
1412,3,3,7766000,123,1,1,1,2,2,3,1,5500
1070,2,3,5500870,59,2,1,2,1,1,3,3,5141
840,2,2,4032000,101,1,1,2,1,2,1,3,4800
1140,3,3,7524000,94,1,1,1,1,3,3,4,6600
1900,3,3,10450000,24,1,1,2,1,1,2,4,5500
5500,3,3,250000,135,1,2,3,1,5,3,3,45.45454545
800,2,2,13000,135,1,1,1,2,1,1,2,16.25
5500,3,3,250000,102,1,1,1,2,4,1,3,45.45454545
2200,4,3,40000,67,1,2,2,2,3,1,3,18.18181818
1700,3,3,7650000,24,1,1,2,3,3,3,3,4500
1400,2,3,35000,135,1,1,3,1,3,2,1,25
1115,2,2,4014000,51,1,1,2,4,3,2,4,3600
1250,3,3,10500000,123,1,2,2,1,1,3,3,8400
1020,3,3,5100000,34,4,2,2,2,4,3,3,5000
1710,4,3,11508300,40,1,1,3,2,2,3,4,6730
2154,3,3,19498008,123,2,3,2,1,1,3,4,9052
1386,2,3,7623000,131,1,1,3,1,5,3,4,5500
1500,3,3,6750000,123,1,3,1,1,1,3,4,4500
850,2,3,6375000,110,1,2,3,1,1,3,3,7500
1520,3,3,11096000,123,1,2,2,1,1,3,3,7300
1518,3,3,13054800,123,1,2,2,1,3,3,3,8600
900,2,2,7000002,123,2,1,3,1,2,3,3,7777.78
1375,3,3,11000000,67,1,2,2,1,1,1,4,8000
1205,3,3,9037500,139,1,1,1,1,4,1,3,7500
2200,3,3,17000,90,1,2,2,2,5,3,3,7.727272727
1180,3,3,19000,20,1,2,2,1,2,1,3,16.10169492
700,2,2,12000,118,1,1,3,1,5,2,3,17.14285714
3600,2,3,320000,75,1,1,3,1,3,3,4,88.88888889
800,1,1,7000,118,3,2,3,1,2,2,5,8.75
1100,1,2,16000,20,1,1,1,3,3,2,14,14.54545455
1800,2,2,15000,118,5,1,3,1,1,3,3,8.333333333
1200,3,3,18000,90,1,1,3,1,3,2,1,15
2500,4,4,17000,20,1,1,3,2,1,3,3,6.8
1200,2,3,15000,118,1,1,1,1,1,3,3,12.5
1200,3,3,19000,118,2,2,3,1,2,1,4,15.83333333
1600,4,4,24000,101,1,2,1,1,1,2,3,15
800,2,3,24000,170,1,2,2,1,3,2,7,30
720,1,2,20000,135,1,2,2,1,2,2,5,27.77777778
700,1,1,13000,135,1,1,3,1,3,2,16,18.57142857
1200,2,2,20000,67,2,2,2,1,3,3,5,16.66666667
1400,2,3,20000,67,1,2,1,1,1,2,3,14.28571429
1150,2,3,25000,67,1,1,3,3,1,3,13,21.73913043
1300,3,3,30000,67,1,1,2,1,4,2,2,23.07692308
1600,4,4,4800000,167,1,2,3,2,3,2,5,3000
1985,3,3,18003950,180,1,1,1,2,4,1,4,9070
1200,3,3,25000,135,5,1,2,1,3,1,4,20.83333333
1000,2,2,5000000,145,1,2,1,1,1,1,3,5000
1150,3,3,6503250,145,1,2,2,2,4,3,4,5655
900,2,2,5400000,61,1,2,2,3,3,3,3,6000
1400,3,3,7700000,24,2,2,2,1,5,1,3,5500
1240,3,3,5611000,24,1,1,3,1,3,1,5,4525
1220,3,3,12498900,123,1,3,2,1,4,3,3,10245
900,2,2,4500000,24,1,2,2,1,4,3,3,5000
1210,2,3,5505500,24,1,2,1,1,2,1,4,4550
1450,3,3,7250000,145,1,3,2,2,3,1,3,5000
950,2,3,5999250,67,1,2,1,1,2,3,3,6315
1250,2,3,12500000,47,1,3,2,2,1,2,5,10000
1435,3,3,14998620,61,1,1,2,1,4,3,4,10452
1324,3,3,7944000,116,1,1,2,2,2,3,2,6000
2360,4,4,11800000,51,1,3,3,2,4,3,4,5000
1500,3,3,8550000,24,1,2,2,1,2,3,3,5700
1650,4,3,11000005.5,145,1,1,1,1,1,2,1,6666.67
1550,3,3,10501250,24,1,1,1,1,3,3,3,6775
920,2,3,4600000,118,2,1,1,1,2,1,4,5000
1,3,3,12000,144,1,1,2,1,3,2,3,12000
1025,3,3,4920000,24,1,3,2,2,1,2,1,4800
1327,3,3,5971500,118,2,2,2,1,1,3,3,4500
1300,3,3,7007000,118,1,1,1,1,2,2,3,5390
754,2,2,3749642,118,2,2,2,1,5,3,4,4973
1680,3,4,9072000,24,2,2,1,1,4,3,1,5400
1390,3,3,10842000,61,1,2,2,1,1,3,3,7800
1400,3,3,7000000,24,1,3,2,3,2,3,2,5000
1680,4,3,9240000,24,4,1,1,2,1,3,4,5500
2400,4,3,200000,75,2,2,2,1,4,3,3,83.33333333
1100,2,3,17000,90,1,1,2,2,2,3,3,15.45454545
2000,3,3,100000,75,1,3,3,1,1,1,3,50
2900,4,4,200000,75,1,1,2,1,3,2,6,68.96551724
2200,3,3,75000,61,1,3,2,1,2,3,4,34.09090909
2000,3,3,100000,75,1,1,1,1,2,3,5,50
2200,3,3,90000,75,1,1,2,2,3,1,3,40.90909091
4000,5,4,300000,75,1,2,1,1,1,3,3,75
1200,3,3,20000,118,1,1,2,1,1,3,4,16.66666667
900,1,2,900,118,1,2,2,2,3,2,3,1
1850,3,3,100000,75,1,1,2,1,5,3,4,54.05405405
3600,4,4,150000,75,1,1,1,1,2,2,3,41.66666667
1000,2,3,13000,118,1,2,1,1,2,1,3,13
1050,2,3,16000,118,1,1,2,1,3,3,4,15.23809524
1150,2,3,5175000,24,4,1,2,1,3,3,3,4500
1225,3,3,7350000,118,1,1,3,1,5,2,3,6000
1090,2,3,5499050,90,1,2,2,1,4,1,4,5045
1260,2,3,6930000,118,1,4,2,1,3,3,3,5500
1350,3,3,9499950,118,1,1,1,2,3,2,3,7037
1900,4,4,20900000,92,1,2,2,1,1,3,3,11000
1220,4,3,6100000,118,5,3,2,1,2,3,4,5000
650,2,2,2199600,118,1,1,2,1,2,3,1,3384
1200,3,3,8400000,61,1,1,2,1,4,2,3,7000
1460,3,3,20000,90,1,1,3,1,3,3,3,13.69863014
1000,2,2,18000,90,3,2,1,1,3,2,14,18
1100,3,3,21000,118,1,1,3,1,4,3,4,19.09090909
1100,3,3,18000,118,5,3,2,2,6,3,3,16.36363636
1100,4,3,17000,90,1,2,2,1,2,3,3,15.45454545
1210,2,3,5445000,24,1,1,3,1,4,3,4,4500
1100,3,3,5500000,24,1,2,2,2,3,3,4,5000
935,2,2,4675000,40,1,2,3,2,3,3,4,5000
1313,3,3,6000410,90,1,1,1,1,1,1,3,4570
1735,3,3,11277500,40,1,1,1,1,2,2,3,6500
1600,4,4,6720000,24,1,1,3,1,3,2,6,4200
1130,3,3,5499710,90,1,1,1,3,5,2,4,4867
2600,8,6,7800000,101,4,2,2,1,4,2,4,3000
800,2,3,3200000,90,1,2,1,1,3,3,3,4000
1350,3,3,7499250,118,1,1,2,1,3,3,3,5555
700,1,1,7000,20,5,1,2,1,5,3,1,10
1200,3,3,6199200,148,1,1,1,3,2,2,3,5166
1315,3,3,11835000,92,2,1,3,3,3,4,5,9000
2000,3,3,15000000,144,1,2,2,1,3,1,1,7500
1518,3,3,11999790,157,1,2,2,1,4,1,1,7905
1200,3,3,9999600,61,1,2,3,1,2,3,5,8333
2,2,2,10000,118,1,1,1,1,1,3,3,5000
630,3,2,2400300,148,1,2,2,1,5,3,14,3810
600,1,2,2799600,148,1,1,3,1,2,2,3,4666
1735,5,3,13498300,40,1,1,2,1,4,3,3,7780
1500,3,3,9000000,40,1,2,3,1,3,3,13,6000
1200,3,3,5199600,148,1,3,3,1,2,3,4,4333
1125,3,3,6500250,24,1,1,2,1,1,3,3,5778
1240,3,3,6820000,40,1,2,3,2,3,2,3,5500
2050,3,3,13325000,40,1,1,1,1,2,3,2,6500
1115,2,3,5017500,24,3,1,2,1,1,1,3,4500
1550,3,3,8525000,24,1,3,2,1,1,2,3,5500
1570,3,3,10205000,40,1,2,3,3,2,3,3,6500
1550,3,3,7130000,24,2,3,1,1,5,4,3,4600
1425,3,3,9262500,133,1,2,2,1,4,3,3,6500
995,3,3,5472500,118,4,1,2,2,2,3,3,5500
1000,3,3,20000,101,1,1,2,1,3,3,5,20
1100,2,2,22000,110,1,1,3,1,3,3,3,20
1800,5,4,8100000,167,5,3,1,1,3,3,2,4500
1100,3,3,20000,16,1,1,3,1,1,3,2,18.18181818
1600,2,3,35000,144,1,1,1,2,4,3,3,21.875
1100,2,2,25000,90,1,2,3,1,5,3,3,22.72727273
1400,2,2,25000,92,1,2,1,3,4,2,14,17.85714286
1300,3,4,35000,116,1,2,1,1,4,2,3,26.92307692
1600,4,3,35000,116,1,1,1,1,1,3,3,21.875
1200,2,3,30000,116,1,1,3,1,1,3,3,25
900,2,2,3950100,24,2,1,1,1,4,3,4,4389
1250,3,3,32000,116,2,2,1,1,5,3,4,25.6
2500,3,3,4500,116,1,1,3,1,2,3,1,1.8
1500,3,3,6600000,24,1,2,2,1,4,3,5,4400
1400,3,3,9298800,40,1,1,2,1,4,2,3,6642
1400,3,3,11501000,40,4,2,2,2,1,3,2,8215
2950,4,4,22125000,40,5,1,2,1,2,3,4,7500
1300,3,3,8060000,40,1,2,2,1,2,1,14,6200
1030,2,2,6695000,24,1,1,2,1,1,1,3,6500
935,2,2,5329500,40,1,1,3,1,3,2,4,5700
1650,3,3,8745000,24,1,2,1,1,2,3,4,5300
1403,3,3,9999181,40,4,1,3,1,2,1,5,7127
1200,2,3,14000,90,4,1,3,1,1,3,3,11.66666667
3500,3,3,132000,75,1,2,3,1,4,3,3,37.71428571
4000,5,4,300000,75,1,1,2,1,4,3,3,75
2200,4,3,100000,75,1,1,1,2,3,3,5,45.45454545
3600,4,4,150000,75,1,1,1,1,1,2,3,41.66666667
905,2,2,4163000,145,1,3,1,1,4,2,5,4600
700,2,2,4499600,123,1,1,2,1,2,3,16,6428
1050,2,2,4200000,24,4,1,2,1,4,2,4,4000
1025,2,3,6499525,24,1,2,2,1,5,2,4,6341
650,2,2,2925000,24,1,2,2,1,5,3,13,4500
1350,3,3,8775000,92,4,2,3,1,3,1,3,6500
1450,3,3,7975000,24,4,2,2,1,3,3,2,5500
1500,3,3,11250000,124,5,1,2,1,3,3,1,7500
1400,3,3,9100000,116,1,1,1,2,3,3,3,6500
1150,3,2,4700050,24,1,2,2,2,5,3,3,4087
1300,3,3,6500000,24,4,1,1,2,2,3,2,5000
1069,3,3,4499421,24,1,1,2,1,4,3,4,4209
1250,3,3,5625000,118,1,1,1,1,3,1,3,4500
1510,3,3,14998830,123,1,1,2,4,3,2,4,9933
1050,3,3,5000100,90,1,1,1,1,4,1,3,4762
1300,3,3,10400000,118,4,1,2,2,2,3,3,8000
1245,3,3,7499880,118,1,1,3,1,2,1,3,6024
1300,3,3,6500000,90,1,1,1,2,2,3,14,5000
1300,3,3,5460000,118,4,1,1,1,1,3,1,4200
1180,3,2,4484000,103,2,1,2,1,1,3,3,3800
1800,2,3,4654800,103,1,2,2,2,4,3,4,2586
1134,2,3,5499900,90,1,2,3,1,5,3,3,4850
700,2,2,2499000,118,2,2,2,1,4,2,3,3570
816,2,2,4080000,90,1,1,2,1,1,3,3,5000
1200,3,3,5400000,145,1,1,1,2,1,3,5,4500
700,2,2,2940000,123,4,1,2,4,5,3,3,4200
1625,3,3,8498750,157,1,1,1,5,2,2,2,5230
1438,3,3,9600088,139,1,3,2,1,3,1,3,6676
1700,4,4,7990000,24,1,2,1,1,4,2,7,4700
1654,4,3,7443000,123,1,1,3,2,1,3,3,4500
1185,2,1,4147500,51,1,2,3,1,1,3,5,3500
935,3,3,4499220,123,1,2,2,1,3,2,3,4812
1908,3,3,12402000,123,4,1,2,1,1,3,3,6500
1700,3,3,8500000,102,1,2,2,2,3,3,4,5000
2056,4,3,13364000,123,1,2,3,1,2,2,3,6500
1400,3,3,10990000,123,1,1,2,1,4,1,13,7850
1590,3,3,17490000,61,1,1,2,1,3,2,3,11000
2600,3,3,18200000,145,1,1,2,1,1,3,1,7000
1800,4,3,12420000,40,1,2,2,1,4,3,3,6900
1275,3,3,8287500,145,4,2,3,1,6,2,5,6500
2377,4,4,13073500,145,1,1,1,1,3,1,4,5500
1550,3,3,10850000,40,1,2,2,2,5,2,2,7000
1680,3,3,12678960,40,4,1,3,1,4,3,3,7547
