City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Regina,SK,50.4608875,-104.5290883,252900.0,3.0,2.0,0.0,Condo,1116.0,No,No,,Vinyl,No,forced air,,,No,none,No,No,No
Regina,SK,50.4646984,-104.5883899,329999.0,4.0,2.0,0.21,Single Family,1196.0,Yes,Yes,Finished,,No,forced air,,,No,none,No,No,No
Saskatoon,SK,52.1346263,-106.6728757,339900.0,3.0,2.0,0.07,Single Family,966.0,Yes,Yes,,,No,,,,No,none,No,No,No
Prince Albert,SK,53.2029651,-105.7497623,159900.0,4.0,2.0,0.09,Single Family,768.0,Yes,Yes,Finished,,No,forced air,,,No,none,No,No,No
Saskatoon,SK,52.1432054,-106.5430574,245000.0,2.0,1.0,0.0,Condo,954.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Medicine Hat,AB,50.004587,-110.6294979,509900.0,4.0,4.0,0.08,Single Family,1678.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,Yes
Calgary,AB,51.03965792,-114.09202052,449900.0,2.0,2.0,0.0,Condo,1616.0,No,Yes,,,Yes,radiant,laminate,,No,none,No,No,Yes
Saskatoon,SK,52.167159,-106.6171681,269900.0,2.0,2.0,0.0,Condo,1630.0,No,Yes,,Metal,No,boiler,,,No,none,No,No,No
Calgary,AB,51.05642594,-114.09514711,274900.0,1.0,1.0,0.0,Condo,623.0,No,Yes,,,Yes,radiant,carpet,,No,none,No,No,No
Kerrobert,SK,51.9192783,-109.1392271,349000.0,4.0,4.0,0.34,Single Family,2668.0,Yes,Yes,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Melville,SK,50.9295285,-102.8136528,75000.0,2.0,2.0,0.24,Single Family,1096.0,Yes,Yes,Partial,,No,forced air,,,No,none,No,No,No
North Battleford,SK,52.778234,-108.285587,224900.0,4.0,2.0,0.14,Single Family,1768.0,Yes,No,Partial,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Swift Current,SK,50.2978517,-107.8025601,74000.0,3.0,1.0,0.0,Mobile Home,1026.0,No,Yes,,Metal,No,forced air,,metal,No,none,No,No,No
Biggar,SK,52.0605638,-107.9898953,149900.0,5.0,2.0,0.08,Single Family,960.0,Yes,No,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Calgary,AB,50.8650973,-113.9795176,899900.0,4.0,4.0,0.1,Single Family,2164.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Swift Current,SK,50.290903,-107.783479,439900.0,4.0,2.0,0.92,Single Family,1340.0,No,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Calgary,AB,51.1704888,-114.1359778,379900.0,2.0,2.0,0.0,Condo,808.0,No,Yes,,,No,radiant,other,,No,none,No,No,Yes
Raymond,AB,49.4613956,-112.6359078,649900.0,4.0,3.0,0.39,Single Family,1291.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Olds,AB,51.7861733,-114.1053216,795000.0,3.0,2.0,0.46,Single Family,1736.0,Yes,No,No basement,,No,heat pump,carpet,asphalt,No,none,No,Yes,No
Calgary,AB,51.04764466,-114.0520702,454900.0,2.0,2.0,0.0,Condo,890.0,No,Yes,,,No,forced air,laminate,,No,none,No,No,No
Taber,AB,49.7795336,-112.1415764,299000.0,5.0,2.0,0.14,Single Family,1060.0,No,No,Finished,Concrete,No,forced air,carpet,,No,none,No,No,No
Red Deer,AB,52.2715571,-113.7652902,455000.0,4.0,3.0,0.16,Single Family,1473.0,Yes,No,Finished,,Yes,boiler,carpet,asphalt,No,none,No,Yes,No
Robb,AB,53.23274018,-116.9791098,295000.0,3.0,2.0,0.32,Single Family,988.0,No,Yes,Finished,,Yes,forced air,wood,metal,No,none,No,No,No
Medicine Hat,AB,49.9992274,-110.6870964,639900.0,4.0,3.0,0.08,Single Family,1339.0,Yes,No,Finished,,Yes,forced air,other,asphalt,No,none,No,No,No
Wainwright,AB,52.8380461,-110.8441305,434000.0,4.0,3.0,0.18,Single Family,1419.0,Yes,Yes,Finished,,No,forced air,carpet,asphalt,No,none,No,Yes,No
Saskatoon,SK,52.1180893,-106.6617887,389900.0,2.0,2.0,0.0,Condo,1237.0,No,Yes,,Brick,No,boiler,,,No,none,No,No,No
Airdrie,AB,51.258102,-114.0288304,389900.0,2.0,2.0,0.0,Condo/Townhome,1198.0,Yes,Yes,,,Yes,forced air,carpet,,No,none,No,No,No
Calgary,AB,51.1642562,-114.0901251,455000.0,2.0,3.0,0.0,Condo/Townhome,1102.0,Yes,No,,,No,forced air,carpet,,No,none,No,No,No
Corman Park Rm No. 344,SK,52.047394,-106.657781,1649900.0,6.0,5.0,0.63,Single Family,2660.0,Yes,Yes,Finished,Concrete,Yes,forced air,,asphalt,No,septic,No,No,No
Innisfree,AB,53.25998047,-111.53974885,799000.0,4.0,3.0,26.14,Single Family,1286.0,Yes,Yes,Finished,,Yes,forced air,carpet,metal,No,septic,No,Yes,No
Regina,SK,50.4007664,-104.6284876,659000.0,4.0,4.0,0.19,Single Family,2288.0,Yes,Yes,Finished,Brick,Yes,forced air,,other,No,none,No,No,No
Kipling,SK,50.1030024,-102.6374943,185000.0,3.0,1.0,0.14,Single Family,1120.0,Yes,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.0449842,-113.9827817,495000.0,3.0,1.0,0.12,Single Family,900.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Edson,AB,53.5851497,-116.43604771,162900.0,2.0,2.0,0.0,Condo,1140.0,No,No,,,No,boiler,carpet,,No,municipal,No,No,No
Medicine Hat,AB,49.9927669,-110.6268774,469900.0,5.0,3.0,0.14,Single Family,1363.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.0251139,-114.1092237,995900.0,3.0,4.0,0.0,Townhome,1878.0,Yes,No,,,No,forced air,vinyl,asphalt,No,none,No,No,No
Calgary,AB,50.9090992,-113.8830599,709900.0,3.0,3.0,0.1,Single Family,1863.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Lethbridge,AB,49.7033298,-112.8132533,510000.0,5.0,4.0,0.11,Single Family,1470.0,Yes,No,Finished,,No,,other,asphalt,No,none,No,No,No
Sherwood Park,AB,53.564008,-113.250063,949900.0,3.0,4.0,0.0,Single Family,2536.0,Yes,No,Finished,,Yes,forced air,,asphalt,No,none,No,No,No
Saskatoon,SK,52.1269732,-106.5500576,849900.0,3.0,3.0,0.12,Single Family,2238.0,Yes,No,Finished,Brick,Yes,forced air,,asphalt,No,none,No,No,No
Sylvan Lake,AB,52.3050582,-114.0968299,269900.0,2.0,2.0,0.0,Condo,1081.0,No,Yes,,,Yes,,carpet,,No,none,No,No,No
Saskatoon,SK,52.110919,-106.6443751,499900.0,3.0,2.0,0.07,Single Family,1258.0,No,Yes,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Edmonton,AB,53.414612,-113.62407,614900.0,2.0,3.0,0.0,Single Family,1478.0,Yes,No,Finished,,No,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.1027886,-114.1477317,209900.0,1.0,1.0,0.0,Condo,519.0,No,Yes,,,No,radiant,vinyl,,No,none,No,No,Yes
Saskatoon,SK,52.114035,-106.593792,334900.0,2.0,2.0,0.0,Condo,976.0,No,Yes,,Concrete,No,boiler,,,No,none,No,No,No
Saskatoon,SK,52.113996,-106.593749,344900.0,2.0,2.0,0.0,Condo,1043.0,No,Yes,,Concrete,No,boiler,,,No,none,No,No,No
Calgary,AB,51.1643485,-114.1525551,485000.0,2.0,3.0,0.0,Condo/Townhome,1394.0,Yes,No,,,No,forced air,carpet,,No,none,No,No,Yes
Calgary,AB,51.12772,-114.2106653,349900.0,2.0,2.0,0.0,Condo,950.0,No,Yes,,,Yes,,carpet,,No,none,No,No,No
Regina,SK,50.4653398,-104.6350912,198500.0,3.0,2.0,0.11,Single Family,768.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Outlook,SK,51.4900173,-107.0648174,209900.0,3.0,2.0,0.0,Single Family,1080.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Delaronde Lake,SK,53.920957,-106.965188,249900.0,4.0,1.0,0.13,Single Family,908.0,Yes,Yes,No basement,,Yes,radiant,,,No,none,No,No,No
Camrose,AB,53.006590943,-112.844120032,229500.0,3.0,2.0,0.09,Single Family,1050.0,No,Yes,Finished,Brick,No,forced air,laminate,,No,none,No,No,No
Calgary,AB,50.8750793,-114.058681,549900.0,3.0,3.0,0.06,Single Family,1512.0,No,Yes,Finished,Vinyl,No,,carpet,,No,none,No,No,No
Regina,SK,50.4403506,-104.582587,449900.0,5.0,4.0,0.07,Single Family,1612.0,No,Yes,Finished,,No,forced air,,,No,none,No,No,No
Calgary,AB,51.048338,-114.08477987,669900.0,3.0,2.0,0.0,Condo,1420.0,No,Yes,,,Yes,radiant,tile,,No,none,No,No,Yes
Rosthern,SK,52.6615326,-106.3369041,285900.0,3.0,2.0,0.14,Single Family,936.0,Yes,Yes,Finished,,No,forced air,,,No,none,No,No,No
Regina,SK,50.4382722,-104.5321212,819900.0,4.0,4.0,0.12,Single Family,1870.0,Yes,No,Finished,Brick,Yes,forced air,,asphalt,No,none,No,No,No
Calgary,AB,50.8621015,-114.0062215,619900.0,3.0,4.0,0.06,Single Family,1500.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Hedley,BC,49.6669159,-114.9040909,260000.0,2.0,1.0,0.27,Single Family,1132.0,No,No,,Vinyl,No,no heat,,asphalt,No,septic,No,No,No
Airdrie,AB,51.2748556,-114.0464504,734900.0,5.0,4.0,0.1,Single Family,2066.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,Yes
Calgary,AB,51.1160409,-113.9417265,679900.0,5.0,4.0,0.1,Single Family,1259.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,Yes,No
Rural Foothills County,AB,50.73672115,-114.32266125,1699000.0,5.0,4.0,5.67,Single Family,3162.0,Yes,Yes,Finished,,Yes,forced air,carpet,metal,No,septic,No,Yes,No
Fort Macleod,AB,49.7140612,-113.4038671,346395.0,2.0,3.0,0.05,Townhome,1540.0,No,No,,,No,forced air,vinyl,asphalt,No,none,No,No,No
Cranbrook,BC,49.6046944,-115.8538208,1199900.0,3.0,3.0,5.39,Single Family,2852.0,Yes,Yes,,Brick,Yes,radiant,carpet,asphalt,No,septic,No,No,No
Cochrane,AB,51.1953728,-114.506623,479900.0,3.0,2.0,0.11,Single Family,1217.0,Yes,No,Finished,Vinyl,Yes,forced air,laminate,,No,none,No,No,No
Sedgewick,AB,52.776536,-111.695315,129000.0,2.0,2.0,0.17,Single Family,1175.0,Yes,Yes,Partial,,No,forced air,carpet,metal,No,none,No,Yes,No
Viscount,SK,51.949406,-105.643301,259000.0,3.0,3.0,0.17,Single Family,1380.0,Yes,Yes,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Domremy,SK,52.7890015,-105.7302017,119900.0,4.0,2.0,0.16,Single Family,1030.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Calgary,AB,51.1292736,-113.9539116,310000.0,2.0,2.0,0.0,Condo,816.0,No,Yes,,,No,radiant,carpet,,No,none,No,No,No
Calgary,AB,50.8750621,-114.0626509,619900.0,3.0,3.0,0.0,Condo/Townhome,1451.0,Yes,No,,,No,forced air,carpet,,No,none,No,No,No
Regina,SK,50.412233,-104.519324,599900.0,4.0,3.0,0.14,Single Family,1238.0,Yes,No,Finished,Concrete,Yes,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.0412366,-114.1238218,2090000.0,3.0,1.0,0.0,Condo,1515.0,Yes,Yes,,,No,forced air,other,,No,none,No,No,No
Regina,SK,50.4465459,-104.5891382,99000.0,2.0,1.0,0.07,Single Family,496.0,Yes,Yes,Finished,,No,forced air,,,No,none,No,No,No
Regina,SK,50.4765158,-104.6053243,329900.0,5.0,2.0,0.07,Single Family,1052.0,No,Yes,Finished,,No,forced air,,,No,none,No,No,No
Wainwright,AB,52.8350041,-110.8548829,295000.0,4.0,2.0,0.16,Single Family,1686.0,No,No,Partial,,Yes,forced air,carpet,,No,none,No,No,No
Cochrane,AB,51.1796475,-114.46669151,559900.0,3.0,3.0,0.08,Single Family,1180.0,No,Yes,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Canwood Rm No. 494,SK,53.708248,-106.931158,179900.0,3.0,2.0,0.98,Single Family,1232.0,No,Yes,,,Yes,radiant,,,No,none,No,No,No
Calgary,AB,51.204699515,-114.508728944,699900.0,3.0,3.0,0.07,Single Family,2023.0,Yes,No,Finished,,Yes,forced air,carpet,,No,none,No,No,No
High River,AB,50.5653024,-113.8617905,849900.0,4.0,3.0,0.16,Single Family,1613.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Moose Jaw,SK,50.3800862,-105.5654591,264900.0,3.0,1.0,0.15,Single Family,995.0,No,Yes,Finished,Concrete,No,forced air,,asphalt,No,none,No,No,No
Strathmore,AB,51.063613,-113.386365,475000.0,3.0,2.0,0.12,Single Family,1077.0,No,Yes,Finished,Vinyl,No,forced air,vinyl,,No,none,No,No,No
Skookumchuck,BC,49.9799767,-115.6759841,995000.0,2.0,2.0,10.5,Single Family,3037.0,No,Yes,Finished,Wood,Yes,forced air,wood,metal,No,septic,No,No,No
Calgary,AB,51.0525289,-114.066781,349900.0,1.0,1.0,0.0,Condo,531.0,No,Yes,,,No,radiant,tile,,No,none,No,Yes,Yes
Lethbridge,AB,49.7205386,-112.8294841,269980.0,3.0,2.0,0.08,Single Family,850.0,No,Yes,Finished,Concrete,No,,laminate,,No,none,No,No,No
Ponoka,AB,52.6843093,-113.5784383,120000.0,2.0,1.0,0.21,Single Family,923.0,No,Yes,Partial,,No,forced air,laminate,asphalt,No,none,No,No,No
Chestermere,AB,51.0306228,-113.861281,659093.0,3.0,3.0,0.08,Duplex,1548.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Creston,BC,49.0920193,-116.5137237,447500.0,3.0,1.0,0.14,Single Family,1700.0,No,No,Partial,Wood,No,forced air,other,asphalt,No,municipal,No,No,No
Calgary,AB,51.052651381,-114.041034485,329900.0,1.0,1.0,0.0,Condo,706.0,Yes,Yes,,Brick,Yes,radiant,carpet,,No,none,No,No,No
Regina Beach,SK,50.7957075,-104.9860309,559900.0,3.0,2.0,0.19,Single Family,1402.0,Yes,No,Finished,Concrete,Yes,forced air,,asphalt,No,none,No,No,No
Calgary,AB,51.091735,-113.9761029,549900.0,5.0,2.0,0.11,Single Family,1116.0,Yes,No,Finished,,No,forced air,tile,asphalt,No,none,No,No,Yes
Estevan,SK,49.1446149,-102.9849761,415000.0,4.0,3.0,0.2,Single Family,1971.0,Yes,Yes,Partial,,Yes,forced air,,,No,none,No,No,No
Weyburn,SK,49.6705344,-103.8338995,109900.0,2.0,1.0,0.0,Condo,808.0,No,Yes,,,No,forced air,,,No,none,No,No,No
Regina,SK,50.4520733,-104.5401831,149900.0,3.0,1.0,0.07,Single Family,900.0,No,Yes,Finished,,No,forced air,,,No,none,No,No,No
Brooks,AB,50.5712553,-111.9100978,245900.0,5.0,2.0,0.08,Single Family,1030.0,No,No,Finished,Concrete,No,forced air,vinyl,,No,none,No,No,No
Bragg Creek,AB,50.989757655,-114.57261698,1398000.0,3.0,3.0,2.5,Single Family,2656.0,Yes,No,Finished,Composite,Yes,forced air,carpet,,No,none,No,No,No
Regina,SK,50.4437884,-104.6123811,67500.0,0.0,1.0,0.0,Condo,351.0,No,No,,Brick,No,boiler,,,No,none,No,No,No
Regina,SK,50.435244,-104.5868514,399900.0,3.0,3.0,0.13,Single Family,1960.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Pilot Butte,SK,50.4810024,-104.4112279,749900.0,4.0,4.0,0.2,Single Family,1780.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Radium Hot Springs,BC,50.6153755,-116.0802536,409000.0,2.0,2.0,0.0,Condo,1055.0,No,No,,,Yes,forced air,,,No,municipal,No,No,No
Balfour,BC,49.6262894,-116.9617386,699000.0,2.0,2.0,0.81,Single Family,2016.0,Yes,No,,Concrete,No,radiant,,asphalt,No,septic,No,No,No
Prince Albert,SK,53.1814889,-105.7288951,309900.0,3.0,3.0,0.18,Single Family,1331.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Regina,SK,50.497421,-104.686319,329900.0,4.0,3.0,0.1,Single Family,1000.0,No,Yes,Finished,,No,forced air,,,No,none,No,No,No
Red Deer,AB,52.302999,-113.8207268,525000.0,5.0,4.0,0.14,Single Family,1725.0,Yes,Yes,Finished,Concrete,Yes,forced air,tile,,No,none,No,No,No
Macnutt,SK,51.082328,-101.60351,69000.0,3.0,1.0,0.56,Single Family,914.0,Yes,No,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
"Rural Lesser Slave River No. 124, M.D. of",AB,55.24349,-114.70279,639900.0,2.0,3.0,3.01,Single Family,2027.0,Yes,No,No basement,,Yes,forced air,tile,asphalt,No,septic,No,No,No
Saskatoon,SK,52.1082914,-106.5657426,849900.0,4.0,5.0,0.15,Single Family,2910.0,Yes,Yes,Finished,,Yes,forced air,,,No,none,No,No,No
Lethbridge,AB,49.6606604,-112.8708068,450000.0,4.0,3.0,0.13,Single Family,1170.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,Yes
Calgary,AB,51.1657757,-114.1407186,299900.0,2.0,2.0,0.0,Condo,762.0,No,Yes,,,No,radiant,vinyl,,No,none,No,No,No
Elko,BC,49.294829,-115.1093999,575000.0,3.0,2.0,0.44,Single Family,1216.0,No,Yes,,Wood,Yes,forced air,other,asphalt,No,septic,No,No,No
Calgary,AB,51.04826206,-114.0824259,369900.0,1.0,1.0,0.0,Condo,637.0,No,Yes,,,No,forced air,wood,,No,none,No,No,No
Calgary,AB,50.8749276,-114.0086358,569900.0,3.0,3.0,0.05,Townhome,1469.0,Yes,No,,,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Calgary,AB,50.8710914,-113.9240663,720000.0,4.0,4.0,0.06,Single Family,1655.0,Yes,No,Finished,,No,forced air,carpet,shingle,No,none,No,No,No
Blackfalds,AB,52.3898338,-113.7794066,699000.0,5.0,3.0,0.14,Single Family,1704.0,Yes,No,Finished,,Yes,forced air,laminate,asphalt,No,none,No,No,No
Esterhazy,SK,50.6515871,-102.0796113,118500.0,2.0,1.0,0.09,Single Family,780.0,Yes,No,Finished,Vinyl,No,,,asphalt,No,none,No,No,No
Saskatoon,SK,52.1714459,-106.5650023,398000.0,4.0,4.0,0.0,Condo/Townhome,1463.0,Yes,Yes,,,No,forced air,,,No,none,No,No,No
Saskatoon,SK,52.1198943,-106.7405446,269900.0,4.0,3.0,0.08,Single Family,864.0,No,Yes,Finished,,No,forced air,,,No,none,No,No,No
Calgary,AB,51.07580786,-114.06726723,799900.0,4.0,4.0,0.07,Duplex,1772.0,Yes,No,Finished,,Yes,forced air,carpet,rubber,No,none,No,Yes,No
Hanna,AB,51.64413196,-111.92153931,149900.0,1.0,1.0,0.17,Single Family,825.0,No,No,Partial,,No,forced air,wood,asphalt,No,none,No,No,No
Calgary,AB,50.9087987,-113.88387,719900.0,3.0,3.0,0.16,Single Family,2014.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Hoodoo Rm No. 401,SK,52.660716,-105.623076,449900.0,3.0,1.0,0.54,Single Family,720.0,Yes,No,No basement,Vinyl,No,radiant,,metal,No,none,No,No,No
Herbert,SK,50.427652,-107.219054,79900.0,3.0,2.0,0.14,Single Family,1011.0,Yes,No,Partial,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Fernie,BC,49.4850922,-115.0743084,649000.0,2.0,3.0,0.05,Single Family,1150.0,No,No,,Vinyl,Yes,heat pump,,metal,No,municipal,No,No,No
Radium Hot Springs,BC,50.6250381,-116.0767746,449900.0,3.0,3.0,0.0,Condo/Townhome,1633.0,Yes,No,,Composite,Yes,forced air,carpet,,No,municipal,No,No,No
Cranbrook,BC,49.4937943,-115.7595121,659900.0,3.0,3.0,0.17,Single Family,2367.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Regina,SK,50.4917992,-104.6137795,319900.0,4.0,2.0,0.13,Single Family,1054.0,Yes,No,Finished,Concrete,No,forced air,,asphalt,No,none,No,No,No
Regina,SK,50.471497,-104.6471565,499900.0,8.0,4.0,0.14,Duplex,1689.0,No,Yes,Finished,Concrete,No,forced air,,asphalt,No,none,No,No,No
Yorkton,SK,51.214042,-102.472296,282000.0,3.0,2.0,0.0,Single Family,1272.0,Yes,Yes,Finished,Brick,No,forced air,,asphalt,No,none,No,No,No
Regina,SK,50.4593623,-104.632309,94999.0,2.0,1.0,0.11,Single Family,792.0,No,Yes,Finished,,No,forced air,,,No,none,No,No,No
Lethbridge,AB,49.6944499,-112.9030483,429900.0,4.0,2.0,0.1,Single Family,962.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Weyburn,SK,49.676393,-103.847736,189000.0,3.0,2.0,0.0,Condo/Townhome,1062.0,No,No,,Wood,No,forced air,,,No,none,No,No,No
Cochrane,AB,51.209084,-114.5063963,699900.0,4.0,4.0,0.12,Single Family,1862.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Medicine Hat,AB,49.996573,-110.6716895,497500.0,3.0,3.0,0.13,Single Family,1354.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Nelson,BC,49.4983756,-117.2854921,1185000.0,3.0,2.0,0.2,Single Family,1800.0,No,No,,Wood,Yes,boiler,wood,asphalt,No,municipal,No,No,No
Moosomin,SK,50.1449703,-101.6768892,209000.0,3.0,2.0,0.0,Single Family,1010.0,Yes,No,Partial,Vinyl,No,forced air,,asphalt,No,none,No,No,No
East St Paul,MB,49.9812228,-96.9986875,419900.0,2.0,2.0,0.0,Single Family,1200.0,Yes,No,,,No,forced air,carpet,,No,municipal,No,No,No
Calgary,AB,51.03968689,-114.07848103,269900.0,1.0,1.0,0.0,Condo,629.0,No,Yes,,,No,radiant,carpet,,No,none,No,No,Yes
Camrose,AB,52.99943295,-112.82325118,539322.0,2.0,2.0,0.07,Duplex,1244.0,Yes,No,Finished,,No,forced air,vinyl,asphalt,No,none,No,No,No
Lloydminster,AB,53.24937383,-110.03244435,899900.0,4.0,4.0,0.24,Single Family,1633.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,none,No,Yes,No
Camrose,AB,52.99992977,-112.82263979,419190.0,2.0,2.0,0.0,Condo/Townhome,1222.0,Yes,No,,,No,forced air,vinyl,,No,none,No,No,No
Taber,AB,49.7948048,-112.1616823,630000.0,4.0,3.0,0.13,Single Family,1438.0,Yes,No,Finished,,Yes,,carpet,asphalt,No,none,No,No,No
Rocky Mountain House,AB,52.3854652,-114.933325,450000.0,4.0,4.0,0.13,Single Family,1668.0,Yes,No,Finished,,Yes,forced air,wood,asphalt,No,none,No,No,No
Plamondon,AB,54.8499914,-112.3425465,305000.0,5.0,3.0,0.17,Single Family,1226.0,Yes,No,Finished,,Yes,forced air,tile,asphalt,No,none,No,No,No
Swan Hills,AB,54.72121,-115.399736,99999.0,5.0,3.0,0.14,Single Family,1173.0,Yes,No,Finished,,No,forced air,laminate,asphalt,No,none,No,No,No
Blackfalds,AB,52.39121213,-113.80551811,479900.0,4.0,3.0,0.12,Single Family,1569.0,Yes,No,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Regina,SK,50.4533214,-104.5379696,280000.0,5.0,3.0,0.12,Single Family,1275.0,Yes,Yes,Finished,,No,,,,No,none,No,No,No
Pike Lake,SK,51.913276,-106.81743,578000.0,7.0,4.0,0.16,Single Family,1875.0,Yes,No,Finished,Vinyl,Yes,forced air,,asphalt,No,none,No,No,No
Saskatoon,SK,52.104151,-106.680291,899900.0,6.0,2.0,0.27,Single Family,1190.0,Yes,No,Finished,,No,forced air,,asphalt,No,none,No,No,No
Picture Butte,AB,49.878842,-112.785931,410000.0,4.0,3.0,0.18,Single Family,1417.0,No,Yes,Finished,,No,forced air,carpet,asphalt,No,municipal,No,Yes,No
Fort Macleod,AB,49.7215498,-113.4061654,350000.0,2.0,2.0,0.15,Single Family,1086.0,Yes,No,No basement,,Yes,forced air,tile,metal,No,none,No,Yes,No
Edson,AB,53.58669203,-116.42301064,130000.0,2.0,1.0,0.16,Single Family,825.0,No,No,No basement,,No,forced air,laminate,asphalt,No,none,No,Yes,No
Asquith,SK,52.1340316,-107.22629,279900.0,4.0,2.0,0.14,Single Family,1076.0,Yes,Yes,Finished,Wood,No,forced air,,asphalt,No,none,No,No,No
Regina,SK,50.4112466,-104.6610586,224900.0,2.0,2.0,0.0,Condo/Townhome,926.0,No,Yes,,Wood,No,boiler,,,No,none,No,No,No
St. Louis,SK,52.9203689,-105.8187524,379900.0,2.0,3.0,0.47,Single Family,1320.0,Yes,Yes,No basement,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Viking,AB,53.095514,-111.774733,69000.0,3.0,1.0,0.32,Single Family,936.0,Yes,No,No basement,,No,forced air,carpet,metal,No,municipal,No,No,No
Moose Jaw,SK,50.3783799,-105.5644243,259900.0,3.0,2.0,0.14,Single Family,984.0,No,Yes,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Paradise Hill,SK,53.536386,-109.458825,100000.0,2.0,1.0,0.35,Single Family,816.0,Yes,Yes,Partial,Concrete,No,forced air,,asphalt,No,none,No,No,No
Edmonton,AB,53.453791,-113.376962,380000.0,3.0,3.0,0.0,Townhome,1485.0,Yes,No,,,Yes,forced air,,asphalt,No,none,No,Yes,No
Calgary,AB,50.8590474,-114.0689441,685000.0,4.0,4.0,0.08,Duplex,1624.0,No,No,Finished,,No,forced air,carpet,asphalt,No,municipal,No,No,No
Moose Jaw Rm No. 161,SK,50.340631,-105.531061,889900.0,3.0,3.0,12.48,Single Family,2006.0,Yes,Yes,Finished,Vinyl,Yes,forced air,,asphalt,No,alternative,No,No,No
Bragg Creek,AB,50.95452282,-114.56202363,1975000.0,3.0,3.0,0.44,Single Family,2684.0,Yes,No,No basement,,Yes,forced air,carpet,asphalt,No,none,No,No,No
Calgary,AB,51.1090575,-113.933308,540000.0,3.0,3.0,0.13,Single Family,1442.0,No,Yes,Finished,,No,forced air,carpet,asphalt,No,none,No,No,No
Regina,SK,50.454929,-104.538191,289000.0,5.0,2.0,0.1,Single Family,1016.0,No,Yes,Finished,Concrete,No,forced air,,asphalt,No,none,No,No,No
Regina,SK,50.463064,-104.528827,399000.0,3.0,2.0,0.11,Single Family,1152.0,Yes,Yes,Finished,Concrete,No,forced air,,asphalt,No,none,No,No,No
Regina,SK,50.4608467,-104.5934444,184900.0,2.0,2.0,0.11,Single Family,796.0,Yes,Yes,Finished,Vinyl,No,forced air,,asphalt,No,none,No,No,No
Prince Albert,SK,53.2001892,-105.7056758,269900.0,5.0,2.0,0.08,Single Family,901.0,Yes,No,Finished,Wood,No,forced air,,metal,No,none,No,No,No
Rural Ponoka County,AB,52.60093457,-114.00807829,729900.0,5.0,4.0,0.3,Single Family,1906.0,Yes,No,Finished,,Yes,forced air,carpet,asphalt,No,municipal,No,No,Yes
